-1.000000000000000000e+00,0.000000000000000000e+00,6.193135808605121665e-04,-2.287180416670846206e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.557688899084485490e-01
0.000000000000000000e+00,-1.000000000000000000e+00,-2.831346169996749526e-03,1.955741435004232365e-02,-3.895056530481152100e-03,5.180517220389667388e-03,0.000000000000000000e+00,0.000000000000000000e+00,-3.807610027968061361e-03,0.000000000000000000e+00,3.523917156617024649e-01
0.000000000000000000e+00,-3.393271720133901950e-03,-1.000000000000000000e+00,1.757994359777089247e-02,0.000000000000000000e+00,0.000000000000000000e+00,-6.267479593999716013e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.242754753501737586e-01
0.000000000000000000e+00,0.000000000000000000e+00,6.030573591901166979e-03,-1.000000000000000000e+00,1.514816943028314718e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.485341246846271245e-03,-1.044710236392711392e-02,-1.319286137866097948e-02,2.595717325870956493e-01
-6.253582640339607444e-03,0.000000000000000000e+00,6.767500939085091885e-03,0.000000000000000000e+00,-1.000000000000000000e+00,1.146854983585081020e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.142699008609503422e-03,5.387015945590246657e-01
-5.293189703223030382e-03,0.000000000000000000e+00,0.000000000000000000e+00,-1.068457570899723069e-02,0.000000000000000000e+00,-1.000000000000000000e+00,2.475954032365947424e-03,7.223152095267495326e-03,0.000000000000000000e+00,-7.504723323881642462e-03,7.844912277715632154e-01
0.000000000000000000e+00,5.352721222668221489e-04,-5.982888121076391542e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,9.638495143982793098e-03,0.000000000000000000e+00,-4.586021249659574285e-03,6.937482259509591964e-01
7.575268348415597174e-03,0.000000000000000000e+00,0.000000000000000000e+00,-5.203190829428950767e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,6.113161574452722138e-03,9.698826731497011133e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.317054572518810057e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-6.466966034828665333e-03,7.793254271082649121e-01
1.012931508115178132e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.215898384549202009e-02,0.000000000000000000e+00,-1.879953428107830615e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.275537948206503271e-02,-1.000000000000000000e+00,3.832304777806341267e-01
