-1.000000000000000000e+00,4.530544108563015412e-03,1.988814285055074543e-02,0.000000000000000000e+00,3.633153745212621723e-03,5.140217381415175361e-03,7.969520389051765533e-03,-3.363606049094234642e-03,1.873251250121770253e-02,1.819056712222396179e-03,2.522282065983643129e-01
-6.241621286735660537e-03,-1.000000000000000000e+00,-1.975153161958588793e-03,0.000000000000000000e+00,-6.062908791201432161e-04,6.070013912105674814e-03,0.000000000000000000e+00,-8.136192296486235292e-03,-6.535769706922224618e-04,-1.389845750970473449e-02,3.105849372901338112e-01
8.504838518778671738e-03,-9.457483023213010542e-03,-1.000000000000000000e+00,1.082852578189730415e-02,9.729428196279345242e-03,-4.394451502241872830e-03,-1.297883706612211127e-03,0.000000000000000000e+00,0.000000000000000000e+00,-1.205737052093406279e-02,4.816574381464521215e-01
-1.691159963727233151e-02,3.800092748258957105e-03,-1.168528365834217882e-02,-1.000000000000000000e+00,-8.251556447882292186e-03,5.264040776100246998e-04,-7.037943996486654107e-03,-8.037176669441176147e-03,-1.946999109705398190e-02,0.000000000000000000e+00,4.340829709449134377e-01
0.000000000000000000e+00,-8.427719395023984192e-03,1.269236910579932785e-02,-1.267991938256565754e-03,-1.000000000000000000e+00,0.000000000000000000e+00,1.177735752242595711e-02,1.151777284486286404e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.089934707984777207e-01
1.489535991856400779e-03,0.000000000000000000e+00,0.000000000000000000e+00,-1.701427356551460032e-02,-3.920694732151821550e-03,-1.000000000000000000e+00,-3.030250956737628315e-03,4.432544338716300734e-03,-8.150335689130592956e-04,0.000000000000000000e+00,9.272194662152508648e-01
-5.552826193220465091e-03,2.006919732674401768e-02,0.000000000000000000e+00,-1.157850665789809247e-02,-1.440397254869426290e-02,-1.230839200438175150e-02,-1.000000000000000000e+00,1.335054870577662318e-02,0.000000000000000000e+00,-3.913570161668406856e-03,7.130918238826728928e-01
8.080732878119596327e-03,0.000000000000000000e+00,0.000000000000000000e+00,7.024746845662089081e-03,-1.446122260497235794e-02,-5.148568652366963469e-03,4.980537931157021439e-03,-1.000000000000000000e+00,-1.617072653171439112e-02,-2.183615342285527908e-03,5.981245980793910011e-01
-6.562839184943480885e-04,0.000000000000000000e+00,-4.425681979481379570e-03,-1.275289388664657859e-02,4.390571043232466449e-03,7.232344108364359512e-04,2.870503392712727732e-03,-6.839030906910958073e-03,-1.000000000000000000e+00,-2.256272232352641606e-03,5.948089763734790703e-01
1.034209213079100020e-02,-2.283594650737765278e-04,-2.284056979993467906e-03,5.261354365945882308e-03,-1.734513463351067394e-03,0.000000000000000000e+00,3.734149487481308767e-03,-7.102157601388754335e-03,1.643540493891058885e-02,-1.000000000000000000e+00,2.700353262708190538e-01
